labels,x_dist,y_dist,prob_numb,punct,num_chars,filename
0,0.00075,-0.38157895,0.03986497,0.0,0.7,RC624_0584.20-0590.20_m_WET_cropped.png
0,0.02875,-0.14736842,0.3915195,0.0,0.9,RC624_0584.20-0590.20_m_WET_cropped.png
0,-0.0185,0.4730994,0.011420336,0.0,0.2,RC624_0584.20-0590.20_m_WET_cropped.png
0,0.0,0.0,0.0004970935,0.0,0.5,RC624_0584.20-0590.20_m_WET_cropped.png
0,0.0285,0.33918127,0.0007703516,0.0,0.3,RC624_0584.20-0590.20_m_WET_cropped.png
1,0.124,0.09122807,0.49816427,1.0,0.4,RC624_0584.20-0590.20_m_WET_cropped.png
0,0.13575,-0.006725146,5.0545697e-07,0.0,0.3,RC624_0584.20-0590.20_m_WET_cropped.png
0,0.116,-0.3880117,0.49517375,0.0,0.2,RC624_0584.20-0590.20_m_WET_cropped.png
0,0.2195,-0.15350877,1.3452184e-05,0.0,0.2,RC624_0584.20-0590.20_m_WET_cropped.png
0,-0.21475,-0.38099414,0.60286075,0.0,0.8,RC624_0584.20-0590.20_m_WET_cropped.png
0,-0.217,-0.001754386,0.00015419813,0.0,0.3,RC624_0584.20-0590.20_m_WET_cropped.png
0,0.01,-0.18976608,0.2704355,0.0,0.7,RC624_0584.20-0590.20_m_WET_cropped.png
0,0.00125,0.2739766,0.08410899,0.0,0.6,RC624_0584.20-0590.20_m_WET_cropped.png
0,0.0,0.0,0.00050149567,0.0,0.5,RC624_0584.20-0590.20_m_WET_cropped.png
0,-0.007,-0.3766082,0.21676257,0.0,0.4,RC624_0584.20-0590.20_m_WET_cropped.png
0,-0.0035,-0.12397661,0.83904034,0.0,0.3,RC624_0584.20-0590.20_m_WET_cropped.png
0,-0.04025,-0.3026316,0.3282365,1.0,0.6,RC624_0584.20-0590.20_m_WET_cropped.png
1,-0.0205,0.09678362,0.044160966,1.0,0.4,RC624_0584.20-0590.20_m_WET_cropped.png
0,0.03075,0.34327486,0.0576626,0.0,0.5,RC624_0584.20-0590.20_m_WET_cropped.png
0,0.03375,-0.11783626,0.36549798,0.0,0.3,RC624_0584.20-0590.20_m_WET_cropped.png
0,0.0,0.0,0.0017730559,0.0,0.2,RC624_0584.20-0590.20_m_WET_cropped.png
0,0.03575,0.48391813,0.19797489,0.0,0.2,RC624_0584.20-0590.20_m_WET_cropped.png
0,0.067,0.0011695906,0.26842043,0.0,0.3,RC624_0584.20-0590.20_m_WET_cropped.png
0,0.12775,-0.29590642,0.512893,0.0,0.2,RC624_0584.20-0590.20_m_WET_cropped.png
0,0.2665,0.4853801,0.19432981,1.0,0.4,RC624_0584.20-0590.20_m_WET_cropped.png
0,0.29625,-0.09385965,0.038885467,0.0,0.2,RC624_0584.20-0590.20_m_WET_cropped.png
0,0.16875,0.4674574,0.038441077,1.0,0.3,RC624_0876.15-0884.33_m_WET_cropped.png
0,-0.0185,0.27037713,0.21770069,0.0,0.5,RC624_0876.15-0884.33_m_WET_cropped.png
0,0.028,-0.14872263,0.2835787,0.0,0.9,RC624_0876.15-0884.33_m_WET_cropped.png
0,0.00375,-0.38716546,0.22386143,1.0,0.7,RC624_0876.15-0884.33_m_WET_cropped.png
0,0.0,0.0,0.008693356,0.0,0.5,RC624_0876.15-0884.33_m_WET_cropped.png
0,0.06075,-0.30930656,0.38941276,0.0,0.5,RC624_0876.15-0884.33_m_WET_cropped.png
0,0.0495,0.33515814,0.0040499587,0.0,0.3,RC624_0876.15-0884.33_m_WET_cropped.png
1,0.122,0.08667883,0.4001307,1.0,0.5,RC624_0876.15-0884.33_m_WET_cropped.png
0,0.12925,-0.0060827252,0.00050368777,0.0,0.3,RC624_0876.15-0884.33_m_WET_cropped.png
0,0.11525,-0.38777372,0.009737547,0.0,0.2,RC624_0876.15-0884.33_m_WET_cropped.png
0,0.192,-0.14993918,2.9953944e-05,0.0,0.3,RC624_0876.15-0884.33_m_WET_cropped.png
0,0.2255,-0.38381994,0.6247229,0.0,0.8,RC624_0876.15-0884.33_m_WET_cropped.png
0,0.219,-0.0042579076,0.08436517,0.0,0.3,RC624_0876.15-0884.33_m_WET_cropped.png
0,-0.10375,-0.114051096,0.65037054,0.0,0.3,RC624_0876.15-0884.33_m_WET_cropped.png
0,-0.09225,-0.18643552,0.20092578,0.0,0.7,RC624_0876.15-0884.33_m_WET_cropped.png
0,-0.00475,0.3397202,0.10885093,1.0,0.6,RC624_0876.15-0884.33_m_WET_cropped.png
0,-0.103,0.27950123,0.28366822,0.0,0.6,RC624_0876.15-0884.33_m_WET_cropped.png
0,-0.1035,0.0027372262,0.0017459425,0.0,0.5,RC624_0876.15-0884.33_m_WET_cropped.png
0,-0.06775,-0.30139902,0.0002484375,0.0,0.4,RC624_0876.15-0884.33_m_WET_cropped.png
0,-0.1065,-0.3759124,0.2512012,0.0,0.4,RC624_0876.15-0884.33_m_WET_cropped.png
1,-0.007,0.10097323,0.8736307,0.0,0.5,RC624_0876.15-0884.33_m_WET_cropped.png
0,0.0,0.0,0.49360842,0.0,0.2,RC624_0876.15-0884.33_m_WET_cropped.png
0,0.07175,-0.11283455,0.3226179,0.0,0.3,RC624_0876.15-0884.33_m_WET_cropped.png
0,0.06525,0.0033454988,0.10897432,0.0,0.3,RC624_0876.15-0884.33_m_WET_cropped.png
0,0.108,-0.30413625,0.5436143,0.0,0.3,RC624_0876.15-0884.33_m_WET_cropped.png
0,0.2015,-0.2910584,0.54925346,0.0,0.2,RC624_0876.15-0884.33_m_WET_cropped.png
0,0.28075,0.37682483,0.4759266,0.0,0.2,RC624_0876.15-0884.33_m_WET_cropped.png
0,0.27175,0.44951338,0.06476166,0.0,0.2,RC624_0876.15-0884.33_m_WET_cropped.png
0,0.2675,-0.17487834,0.26277605,1.0,0.2,RC624_0876.15-0884.33_m_WET_cropped.png
0,0.2685,-0.12956205,0.87794536,1.0,0.2,RC624_0876.15-0884.33_m_WET_cropped.png
0,-0.08625,-0.46932322,0.0012966552,0.0,0.2,RC624_1140.61-1149.08_m_DRY_cropped.png
0,-0.14175,-0.43137255,1.3070746e-07,0.0,0.2,RC624_1140.61-1149.08_m_DRY_cropped.png
0,-0.09275,0.14737508,0.33869606,1.0,0.3,RC624_1140.61-1149.08_m_DRY_cropped.png
0,-0.09325,0.12175838,0.5002724,1.0,0.2,RC624_1140.61-1149.08_m_DRY_cropped.png
0,-0.0935,0.26154333,0.4904501,0.0,0.2,RC624_1140.61-1149.08_m_DRY_cropped.png
0,-0.09275,0.16761543,0.47178322,0.0,0.2,RC624_1140.61-1149.08_m_DRY_cropped.png
0,-0.093,0.13029727,0.35009825,0.0,0.2,RC624_1140.61-1149.08_m_DRY_cropped.png
0,-0.077,0.48450348,0.16488835,0.0,0.2,RC624_1140.61-1149.08_m_DRY_cropped.png
0,-0.08875,0.119544595,0.057743713,0.0,0.2,RC624_1140.61-1149.08_m_DRY_cropped.png
0,-0.012,0.26691967,0.20002064,0.0,0.5,RC624_1140.61-1149.08_m_DRY_cropped.png
0,-0.00575,-0.38298544,0.14624058,0.0,0.7,RC624_1140.61-1149.08_m_DRY_cropped.png
0,0.023,-0.1486401,0.41931984,0.0,0.9,RC624_1140.61-1149.08_m_DRY_cropped.png
0,0.0,0.0,0.004935762,0.0,0.5,RC624_1140.61-1149.08_m_DRY_cropped.png
1,0.061,0.10246679,0.3786064,1.0,0.6,RC624_1140.61-1149.08_m_DRY_cropped.png
0,0.03,0.33459836,0.0001667205,1.0,0.2,RC624_1140.61-1149.08_m_DRY_cropped.png
0,-0.03475,-0.2836812,0.3581363,1.0,0.5,RC624_1140.61-1149.08_m_DRY_cropped.png
0,0.158,0.47122073,0.1876296,1.0,0.9,RC624_1140.61-1149.08_m_DRY_cropped.png
0,-0.02525,-0.38235295,0.054227218,0.0,0.2,RC624_1140.61-1149.08_m_DRY_cropped.png
0,0.0,0.0,0.2356251,0.0,0.4,RC624_1140.61-1149.08_m_DRY_cropped.png
0,0.0455,-0.09266287,6.737056e-07,0.0,0.3,RC624_1140.61-1149.08_m_DRY_cropped.png
0,0.08325,-0.3791904,0.5476632,0.0,0.8,RC624_1140.61-1149.08_m_DRY_cropped.png
0,0.087,0.0018975332,0.13652135,0.0,0.4,RC624_1140.61-1149.08_m_DRY_cropped.png
0,-0.1545,0.4452878,0.007005587,0.0,0.2,RC624_1140.61-1149.08_m_DRY_cropped.png
0,-0.09175,-0.18469323,0.1684306,1.0,0.7,RC624_1140.61-1149.08_m_DRY_cropped.png
0,-0.0595,-0.285895,0.3895328,0.0,0.5,RC624_1140.61-1149.08_m_DRY_cropped.png
0,-0.10975,-0.37254903,0.25892046,0.0,0.4,RC624_1140.61-1149.08_m_DRY_cropped.png
0,-0.096,-0.09424415,0.6672116,0.0,0.3,RC624_1140.61-1149.08_m_DRY_cropped.png
0,-0.0945,0.2738773,0.16743018,1.0,0.6,RC624_1140.61-1149.08_m_DRY_cropped.png
0,-0.1,0.0037950664,0.033489607,0.0,0.6,RC624_1140.61-1149.08_m_DRY_cropped.png
0,-0.12975,0.50126505,0.4987917,0.0,0.2,RC624_1140.61-1149.08_m_DRY_cropped.png
0,-0.12975,0.49652117,0.12593144,0.0,0.2,RC624_1140.61-1149.08_m_DRY_cropped.png
1,-0.0195,0.13345984,0.60484624,1.0,0.6,RC624_1140.61-1149.08_m_DRY_cropped.png
0,0.0065,0.34598356,0.022552902,1.0,0.7,RC624_1140.61-1149.08_m_DRY_cropped.png
0,0.0,0.0,0.0026421284,0.0,0.2,RC624_1140.61-1149.08_m_DRY_cropped.png
0,0.1385,0.44845036,0.14974613,1.0,0.6,RC624_1140.61-1149.08_m_DRY_cropped.png
0,0.06925,-0.100253,0.495355,0.0,0.3,RC624_1140.61-1149.08_m_DRY_cropped.png
0,0.062,0.00031625552,0.00017082364,0.0,0.4,RC624_1140.61-1149.08_m_DRY_cropped.png
0,0.14575,-0.28779253,0.25042847,0.0,0.4,RC624_1140.61-1149.08_m_DRY_cropped.png
0,0.1,0.49841872,0.49820164,0.0,0.2,RC624_1140.61-1149.08_m_DRY_cropped.png
0,0.29325,-0.2836812,0.16677761,1.0,0.2,RC624_1140.61-1149.08_m_DRY_cropped.png
0,0.3065,-0.19323213,0.04423782,1.0,0.2,RC624_1140.61-1149.08_m_DRY_cropped.png
0,0.30675,-0.3633776,0.38075575,1.0,0.2,RC624_1140.61-1149.08_m_DRY_cropped.png
0,0.30275,0.012966477,0.104268305,1.0,0.2,RC624_1140.61-1149.08_m_DRY_cropped.png
0,0.30575,-0.013915244,0.002021783,0.0,0.2,RC624_1140.61-1149.08_m_DRY_cropped.png
0,0.319,0.30075902,6.707741e-06,1.0,0.3,RC624_1140.61-1149.08_m_DRY_cropped.png
0,0.3195,-0.30328906,0.6488918,0.0,0.2,RC624_1140.61-1149.08_m_DRY_cropped.png
0,0.31825,-0.040480707,4.374839e-05,0.0,0.2,RC624_1140.61-1149.08_m_DRY_cropped.png
0,0.3205,0.23940544,0.0020938315,1.0,0.2,RC624_1140.61-1149.08_m_DRY_cropped.png
0,-0.14225,-0.49622643,0.6498969,0.0,0.3,RC624_1149.08-1157.40_m_DRY_cropped.png
0,-0.12225,-0.46289307,0.092186466,0.0,0.2,RC624_1149.08-1157.40_m_DRY_cropped.png
0,-0.074,0.41792452,0.25869796,1.0,0.4,RC624_1149.08-1157.40_m_DRY_cropped.png
0,-0.0065,-0.38018867,0.0017885787,0.0,0.7,RC624_1149.08-1157.40_m_DRY_cropped.png
0,-0.011,0.26981133,0.20079717,0.0,0.5,RC624_1149.08-1157.40_m_DRY_cropped.png
0,0.02275,-0.1481132,0.43211108,0.0,0.9,RC624_1149.08-1157.40_m_DRY_cropped.png
0,0.0,0.0,0.0006555811,0.0,0.5,RC624_1149.08-1157.40_m_DRY_cropped.png
1,-0.042,0.11572327,0.6688588,1.0,0.6,RC624_1149.08-1157.40_m_DRY_cropped.png
0,-0.03525,-0.28207546,0.4410376,0.0,0.5,RC624_1149.08-1157.40_m_DRY_cropped.png
0,0.03075,0.33867925,0.001265914,0.0,0.2,RC624_1149.08-1157.40_m_DRY_cropped.png
0,-0.026,-0.3798742,0.012682564,0.0,0.2,RC624_1149.08-1157.40_m_DRY_cropped.png
0,0.0,0.0,0.2419095,0.0,0.4,RC624_1149.08-1157.40_m_DRY_cropped.png
0,-0.01675,-0.46352202,0.00094890734,0.0,0.2,RC624_1149.08-1157.40_m_DRY_cropped.png
0,0.0235,-0.08647799,0.013079286,1.0,0.3,RC624_1149.08-1157.40_m_DRY_cropped.png
0,0.00725,-0.46981132,0.24644484,0.0,0.2,RC624_1149.08-1157.40_m_DRY_cropped.png
0,0.08,-0.3773585,0.7023845,0.0,0.8,RC624_1149.08-1157.40_m_DRY_cropped.png
0,0.07,0.4773585,0.00076305063,1.0,0.3,RC624_1149.08-1157.40_m_DRY_cropped.png
0,0.07275,0.4572327,0.2379258,1.0,0.3,RC624_1149.08-1157.40_m_DRY_cropped.png
0,0.08625,0.001572327,0.0007525038,0.0,0.3,RC624_1149.08-1157.40_m_DRY_cropped.png
0,-0.0925,-0.18396227,0.16332701,1.0,0.7,RC624_1149.08-1157.40_m_DRY_cropped.png
0,-0.062,-0.28396225,0.39692587,0.0,0.5,RC624_1149.08-1157.40_m_DRY_cropped.png
0,-0.10725,-0.091194965,0.5415913,0.0,0.3,RC624_1149.08-1157.40_m_DRY_cropped.png
0,-0.11225,-0.36949685,0.20718186,0.0,0.4,RC624_1149.08-1157.40_m_DRY_cropped.png
0,-0.09825,0.004402516,0.12012766,0.0,0.6,RC624_1149.08-1157.40_m_DRY_cropped.png
0,-0.0895,0.27704403,0.42700884,0.0,0.6,RC624_1149.08-1157.40_m_DRY_cropped.png
0,0.01175,0.35062894,0.010412104,1.0,0.6,RC624_1149.08-1157.40_m_DRY_cropped.png
1,-0.008,0.1172956,0.3687505,1.0,0.6,RC624_1149.08-1157.40_m_DRY_cropped.png
0,0.0,0.0,0.00094262674,0.0,0.2,RC624_1149.08-1157.40_m_DRY_cropped.png
0,0.0455,-0.099685535,0.3370036,0.0,0.3,RC624_1149.08-1157.40_m_DRY_cropped.png
0,0.0615,0.0006289308,0.00040941907,0.0,0.4,RC624_1149.08-1157.40_m_DRY_cropped.png
0,0.1395,-0.28584906,0.2539211,0.0,0.4,RC624_1149.08-1157.40_m_DRY_cropped.png
0,0.32025,-0.4427673,0.23689133,0.0,0.2,RC624_1149.08-1157.40_m_DRY_cropped.png
0,0.3065,-0.11069182,0.041432578,0.0,0.2,RC624_1149.08-1157.40_m_DRY_cropped.png
0,-0.0265,0.2674951,0.37615648,0.0,0.5,RC629_0691.90_0698.20_m_DRY_cropped.png
0,0.0,0.0,0.00019523574,0.0,0.5,RC629_0691.90_0698.20_m_DRY_cropped.png
0,0.03025,-0.14519294,0.22827928,0.0,0.9,RC629_0691.90_0698.20_m_DRY_cropped.png
0,0.0185,-0.2907129,0.52578807,0.0,0.5,RC629_0691.90_0698.20_m_DRY_cropped.png
1,0.04075,0.116415955,0.68693876,1.0,0.5,RC629_0691.90_0698.20_m_DRY_cropped.png
0,0.0155,-0.37115762,0.0008527724,0.0,0.7,RC629_0691.90_0698.20_m_DRY_cropped.png
0,0.02,0.3407456,0.00018908532,0.0,0.2,RC629_0691.90_0698.20_m_DRY_cropped.png
0,-0.0125,-0.27501634,0.03149526,0.0,0.4,RC629_0691.90_0698.20_m_DRY_cropped.png
0,0.0,0.0,0.2478467,0.0,0.4,RC629_0691.90_0698.20_m_DRY_cropped.png
0,-0.00575,-0.3705036,0.3796219,0.0,0.2,RC629_0691.90_0698.20_m_DRY_cropped.png
0,0.077,-0.103989534,1.1636218e-08,0.0,0.3,RC629_0691.90_0698.20_m_DRY_cropped.png
0,0.098,-0.36821452,0.6968414,0.0,0.8,RC629_0691.90_0698.20_m_DRY_cropped.png
0,0.085,0.0009810333,0.10918576,0.0,0.4,RC629_0691.90_0698.20_m_DRY_cropped.png
0,-0.16875,0.4679529,0.0007258528,1.0,0.2,RC629_0691.90_0698.20_m_DRY_cropped.png
0,0.126,-0.041203402,0.4082212,0.0,0.2,RC629_0691.90_0698.20_m_DRY_cropped.png
0,-0.1015,0.27305427,0.19128282,1.0,0.6,RC629_0691.90_0698.20_m_DRY_cropped.png
0,-0.08325,-0.18018313,0.154844,1.0,0.7,RC629_0691.90_0698.20_m_DRY_cropped.png
0,-0.09725,0.0035971224,0.0054823835,0.0,0.6,RC629_0691.90_0698.20_m_DRY_cropped.png
0,-0.04825,-0.26618704,0.011030785,0.0,0.4,RC629_0691.90_0698.20_m_DRY_cropped.png
0,-0.124,-0.036952257,0.2045114,0.0,0.2,RC629_0691.90_0698.20_m_DRY_cropped.png
0,-0.094,-0.36069328,0.2154693,0.0,0.4,RC629_0691.90_0698.20_m_DRY_cropped.png
0,-0.0795,-0.09679529,0.30134827,0.0,0.3,RC629_0691.90_0698.20_m_DRY_cropped.png
1,-0.022,0.12099411,0.5614701,1.0,0.5,RC629_0691.90_0698.20_m_DRY_cropped.png
0,0.02925,0.34466973,0.00069950265,0.0,0.3,RC629_0691.90_0698.20_m_DRY_cropped.png
0,0.0,0.0,0.0026158534,0.0,0.2,RC629_0691.90_0698.20_m_DRY_cropped.png
0,0.01775,-0.03564421,0.0015198232,0.0,0.3,RC629_0691.90_0698.20_m_DRY_cropped.png
0,0.09075,-0.101700455,0.09183022,0.0,0.3,RC629_0691.90_0698.20_m_DRY_cropped.png
0,0.0605,0.0006540222,0.22706202,0.0,0.4,RC629_0691.90_0698.20_m_DRY_cropped.png
0,0.08875,0.48332244,0.17169976,0.0,0.2,RC629_0691.90_0698.20_m_DRY_cropped.png
0,0.087,0.46272072,3.382343e-07,0.0,0.2,RC629_0691.90_0698.20_m_DRY_cropped.png
0,0.14775,-0.2792675,0.13101377,0.0,0.4,RC629_0691.90_0698.20_m_DRY_cropped.png
0,0.12725,0.4620667,0.0051317033,0.0,0.2,RC629_0691.90_0698.20_m_DRY_cropped.png
0,0.24325,0.14617397,0.49188066,0.0,0.2,RC629_0691.90_0698.20_m_DRY_cropped.png
0,-0.015,0.28087887,0.20372078,0.0,0.5,RC644W1_0867.92-0876.41_m_DRY_cropped.png
